643, 1878500, 1, 0, 0
1144, 1948280, 1, 0, 0
1645, 1904336, 1, 0, 0
2145, 1891648, 1, 0, 0
2646, 1886608, 1, 0, 0
3147, 1897880, 1, 0, 0
3648, 1893920, 1, 0, 0
4148, 1900416, 1, 0, 0
4649, 1897704, 1, 0, 0
5150, 1952360, 1, 0, 0
5650, 1949648, 1, 0, 0
6151, 1924808, 1, 0, 0
6652, 1925808, 1, 0, 0
7152, 1910632, 1, 0, 0
7653, 1896464, 1, 0, 0
8153, 1896112, 1, 0, 0
8654, 1904736, 1, 0, 0
9155, 1907440, 1, 0, 0
9655, 1976432, 1, 0, 0
10156, 1950880, 1, 0, 0
10656, 1908696, 1, 0, 0
11157, 1891912, 1, 0, 0
11658, 1875216, 1, 0, 0
12158, 1897984, 1, 0, 0
12659, 1904456, 1, 0, 0
13160, 1884656, 1, 0, 0
13660, 1960280, 1, 0, 0
14161, 1927664, 1, 0, 0
14662, 1907568, 1, 0, 0
15162, 1910232, 1, 0, 0
15663, 1916104, 1, 0, 0
16164, 1866464, 1, 0, 0
16664, 1857488, 1, 0, 0
17165, 1914584, 1, 0, 0
17666, 1849400, 1, 0, 0
18166, 1961920, 1, 0, 0
18667, 1927040, 1, 0, 0
19168, 1921592, 1, 0, 0
19668, 1870496, 1, 0, 0
20169, 1849152, 1, 0, 0
20670, 1862112, 1, 0, 0
21170, 1892768, 1, 0, 0
21671, 1858016, 1, 0, 0
22172, 1897032, 1, 0, 0
22673, 1896464, 1, 0, 0
23173, 1890432, 1, 0, 0
23674, 1857504, 1, 0, 0
24175, 1905832, 1, 0, 0
24675, 1917808, 1, 0, 0
25176, 1947760, 1, 0, 0
25677, 1943072, 1, 0, 0
26177, 1907256, 1, 0, 0
26678, 1847776, 1, 0, 0
27179, 1880656, 1, 0, 0
27680, 1891136, 1, 0, 0
28180, 1864640, 1, 0, 0
28681, 1894360, 1, 0, 0
29182, 1930880, 1, 0, 0
29682, 1958168, 1, 0, 0
30183, 1893632, 1, 0, 0
30684, 1899384, 1, 0, 0
31184, 1889792, 1, 0, 0
31685, 1874488, 1, 0, 0
32186, 1878752, 1, 0, 0
32686, 1887168, 1, 0, 0
33187, 1916144, 1, 0, 0
33688, 1908456, 1, 0, 0
34189, 1926208, 1, 0, 0
34689, 1914216, 1, 0, 0
35190, 1892800, 1, 0, 0
35691, 1756072, 1, 0, 0
36191, 1882704, 1, 0, 0
36692, 1896024, 1, 0, 0
37193, 1922888, 1, 0, 0
37693, 1924904, 1, 0, 0
38194, 1909704, 1, 0, 0
38695, 1909128, 1, 0, 0
39195, 1906376, 1, 0, 0
39696, 1893368, 1, 0, 0
40197, 1916960, 1, 0, 0
40697, 1928088, 1, 0, 0
41198, 1932912, 1, 0, 0
41699, 1987568, 1, 0, 0
42199, 1962432, 1, 0, 0
42700, 1950736, 1, 0, 0
43201, 1927512, 1, 0, 0
43701, 1926680, 1, 0, 0
44202, 1937368, 1, 0, 0
44703, 1933232, 1, 0, 0
45203, 1938256, 1, 0, 0
45704, 1958504, 1, 0, 0
46205, 1952216, 1, 0, 0
46705, 1942376, 1, 0, 0
47206, 1915040, 1, 0, 0
47707, 1955400, 1, 0, 0
48207, 1904232, 1, 0, 0
48708, 1914528, 1, 0, 0
49209, 1950976, 1, 0, 0
49709, 1966464, 1, 0, 0
50210, 1984192, 1, 0, 0
50711, 1978192, 1, 0, 0
51211, 1960432, 1, 0, 0
51712, 1917512, 1, 0, 0
52213, 1920032, 1, 0, 0
52714, 1924368, 1, 0, 0
