500, 4074, 1, 0, 0
1000, 4047, 1, 0, 0
1500, 4064, 1, 0, 0
2000, 4061, 1, 0, 0
2500, 4078, 1, 0, 0
3000, 4061, 1, 0, 0
3500, 4062, 1, 0, 0
4000, 4066, 1, 0, 0
4500, 4057, 1, 0, 0
5000, 4055, 1, 0, 0
5500, 4058, 1, 0, 0
6000, 4069, 1, 0, 0
6500, 4062, 1, 0, 0
7000, 4062, 1, 0, 0
7500, 4077, 1, 0, 0
8000, 4066, 1, 0, 0
8500, 4063, 1, 0, 0
9000, 4061, 1, 0, 0
9500, 4065, 1, 0, 0
10000, 4060, 1, 0, 0
10500, 4056, 1, 0, 0
11000, 4057, 1, 0, 0
11500, 4066, 1, 0, 0
12000, 4061, 1, 0, 0
12500, 4071, 1, 0, 0
13000, 4062, 1, 0, 0
13500, 4058, 1, 0, 0
14000, 4068, 1, 0, 0
14500, 4057, 1, 0, 0
15000, 4063, 1, 0, 0
15500, 4048, 1, 0, 0
16000, 4062, 1, 0, 0
16500, 4062, 1, 0, 0
17000, 4068, 1, 0, 0
17500, 4080, 1, 0, 0
18000, 4076, 1, 0, 0
18500, 4064, 1, 0, 0
19000, 4066, 1, 0, 0
19500, 4065, 1, 0, 0
20000, 4064, 1, 0, 0
20500, 4057, 1, 0, 0
21000, 4063, 1, 0, 0
21500, 4066, 1, 0, 0
22000, 4052, 1, 0, 0
22500, 4063, 1, 0, 0
23000, 4058, 1, 0, 0
23500, 4054, 1, 0, 0
24000, 4068, 1, 0, 0
24500, 4071, 1, 0, 0
25000, 4063, 1, 0, 0
25500, 4058, 1, 0, 0
26000, 4080, 1, 0, 0
26500, 4068, 1, 0, 0
27000, 4062, 1, 0, 0
27500, 4079, 1, 0, 0
28000, 4067, 1, 0, 0
28500, 4067, 1, 0, 0
29000, 4063, 1, 0, 0
29500, 4062, 1, 0, 0
30000, 4072, 1, 0, 0
30500, 4060, 1, 0, 0
31000, 4064, 1, 0, 0
31500, 4064, 1, 0, 0
32000, 4062, 1, 0, 0
32500, 4070, 1, 0, 0
33000, 4056, 1, 0, 0
33500, 4061, 1, 0, 0
34000, 4054, 1, 0, 0
34500, 4066, 1, 0, 0
35000, 4069, 1, 0, 0
35500, 4059, 1, 0, 0
35799, 4055, 1, 0, 0
