500, 3866, 1, 0, 0
1000, 3862, 1, 0, 0
1500, 3878, 1, 0, 0
2000, 3883, 1, 0, 0
2500, 3877, 1, 0, 0
3000, 3886, 1, 0, 0
3500, 3878, 1, 0, 0
4000, 3883, 1, 0, 0
4500, 3883, 1, 0, 0
5000, 3894, 1, 0, 0
5500, 3881, 1, 0, 0
6000, 3888, 1, 0, 0
6500, 3882, 1, 0, 0
7000, 3992, 1, 0, 0
7500, 4009, 1, 0, 0
8000, 4001, 1, 0, 0
8500, 4008, 1, 0, 0
9000, 4011, 1, 0, 0
9500, 4014, 1, 0, 0
10000, 4009, 1, 0, 0
10500, 4014, 1, 0, 0
11000, 4008, 1, 0, 0
11500, 4002, 1, 0, 0
12000, 4009, 1, 0, 0
12500, 4007, 1, 0, 0
13000, 4021, 1, 0, 0
13500, 4005, 1, 0, 0
14000, 4010, 1, 0, 0
14500, 3996, 1, 0, 0
15000, 4014, 1, 0, 0
15500, 4004, 1, 0, 0
16000, 4008, 1, 0, 0
16500, 4008, 1, 0, 0
17000, 4019, 1, 0, 0
17500, 4009, 1, 0, 0
18000, 4008, 1, 0, 0
18500, 4015, 1, 0, 0
19000, 4014, 1, 0, 0
19500, 4016, 1, 0, 0
20000, 4010, 1, 0, 0
20500, 4014, 1, 0, 0
21000, 4015, 1, 0, 0
21500, 4010, 1, 0, 0
22000, 4007, 1, 0, 0
22500, 4009, 1, 0, 0
23000, 4020, 1, 0, 0
23500, 4003, 1, 0, 0
24000, 4020, 1, 0, 0
24500, 4003, 1, 0, 0
25000, 4017, 1, 0, 0
25500, 4006, 1, 0, 0
26000, 4009, 1, 0, 0
26500, 4003, 1, 0, 0
27000, 4009, 1, 0, 0
27500, 4010, 1, 0, 0
28000, 4007, 1, 0, 0
28500, 4009, 1, 0, 0
29000, 4016, 1, 0, 0
29500, 4007, 1, 0, 0
30000, 4000, 1, 0, 0
30500, 4017, 1, 0, 0
31000, 4013, 1, 0, 0
31500, 4008, 1, 0, 0
32000, 4016, 1, 0, 0
32500, 4005, 1, 0, 0
33000, 4006, 1, 0, 0
33500, 3998, 1, 0, 0
34000, 4007, 1, 0, 0
34500, 3997, 1, 0, 0
35000, 4018, 1, 0, 0
35248, 3999, 1, 0, 0
