500, 1956, 1, 0, 0
1000, 1818, 1, 0, 0
1500, 1897, 1, 0, 0
2000, 1899, 1, 0, 0
2500, 1917, 1, 0, 0
3000, 1893, 1, 0, 0
3500, 1911, 1, 0, 0
4000, 1897, 1, 0, 0
4500, 1910, 1, 0, 0
5000, 1854, 1, 0, 0
5500, 1837, 1, 0, 0
6000, 1854, 1, 0, 0
6500, 1880, 1, 0, 0
7000, 1876, 1, 0, 0
7500, 1903, 1, 0, 0
8000, 1899, 1, 0, 0
8500, 1891, 1, 0, 0
9000, 1916, 1, 0, 0
9500, 1825, 1, 0, 0
10000, 1823, 1, 0, 0
10500, 1879, 1, 0, 0
11000, 1903, 1, 0, 0
11500, 1922, 1, 0, 0
12000, 1909, 1, 0, 0
12500, 1889, 1, 0, 0
13000, 1907, 1, 0, 0
13500, 1875, 1, 0, 0
14000, 1841, 1, 0, 0
14500, 1888, 1, 0, 0
15000, 1886, 1, 0, 0
15500, 1881, 1, 0, 0
16000, 1916, 1, 0, 0
16500, 1955, 1, 0, 0
17000, 1886, 1, 0, 0
17500, 1887, 1, 0, 0
18000, 1913, 1, 0, 0
18500, 1852, 1, 0, 0
19000, 1867, 1, 0, 0
19500, 1912, 1, 0, 0
20000, 1894, 1, 0, 0
20500, 1920, 1, 0, 0
21000, 1900, 1, 0, 0
21500, 1915, 1, 0, 0
22000, 1909, 1, 0, 0
22500, 1876, 1, 0, 0
23000, 1896, 1, 0, 0
23500, 1928, 1, 0, 0
24000, 1898, 1, 0, 0
24500, 1853, 1, 0, 0
25000, 1837, 1, 0, 0
25500, 1823, 1, 0, 0
26000, 1881, 1, 0, 0
26500, 1905, 1, 0, 0
27000, 1915, 1, 0, 0
27500, 1912, 1, 0, 0
28000, 1903, 1, 0, 0
28500, 1905, 1, 0, 0
29000, 1861, 1, 0, 0
29500, 1835, 1, 0, 0
30000, 1869, 1, 0, 0
30500, 1875, 1, 0, 0
31000, 1897, 1, 0, 0
31500, 1908, 1, 0, 0
32000, 1906, 1, 0, 0
32500, 1923, 1, 0, 0
33000, 1863, 1, 0, 0
33500, 1866, 1, 0, 0
34000, 1869, 1, 0, 0
34500, 1857, 1, 0, 0
35000, 1895, 1, 0, 0
35500, 2068, 1, 0, 0
36000, 1895, 1, 0, 0
36500, 1891, 1, 0, 0
37000, 1885, 1, 0, 0
37500, 1856, 1, 0, 0
38000, 1855, 1, 0, 0
38500, 1878, 1, 0, 0
39000, 1884, 1, 0, 0
39500, 1895, 1, 0, 0
40000, 1888, 1, 0, 0
40500, 1862, 1, 0, 0
41000, 1866, 1, 0, 0
41500, 1838, 1, 0, 0
42000, 1813, 1, 0, 0
42500, 1843, 1, 0, 0
43000, 1857, 1, 0, 0
43500, 1882, 1, 0, 0
44000, 1842, 1, 0, 0
44500, 1861, 1, 0, 0
45000, 1858, 1, 0, 0
45500, 1839, 1, 0, 0
46000, 1830, 1, 0, 0
46500, 1846, 1, 0, 0
47000, 1868, 1, 0, 0
47500, 1869, 1, 0, 0
48000, 1869, 1, 0, 0
48500, 1877, 1, 0, 0
49000, 1875, 1, 0, 0
49500, 1852, 1, 0, 0
50000, 1783, 1, 0, 0
50500, 1826, 1, 0, 0
51000, 1811, 1, 0, 0
51500, 1866, 1, 0, 0
52000, 1875, 1, 0, 0
52500, 1876, 1, 0, 0
52735, 1873, 1, 0, 0
